run_ts,n_rows,train_valid_rows,test_rows,mae,rmse,mape,bias,best_params
2026-04-04T13:56:41.789507,464,394,70,5613.0429666401,14678.35794975613,0.4521990166389729,-3624.109393195374,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
2026-04-04T14:43:34.959503,464,394,70,5613.042966640099,14678.35794975613,0.45219901663897283,-3624.109393195375,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
